message_content,arrival_time,processing_time,completion_time
Msg de hilo 16 - Time: 1771100708.0230503,2026-02-14T21:00:22.480451,0.7927,2026-02-14T21:00:23.274048
Msg de hilo 18 - Time: 1771100708.0230503,2026-02-14T21:00:23.274829,0.2048,2026-02-14T21:00:23.479897
Msg de hilo 31 - Time: 1771100708.0230503,2026-02-14T21:00:23.480728,0.9646,2026-02-14T21:00:24.446381
Msg de hilo 13 - Time: 1771100708.0385842,2026-02-14T21:00:24.447274,0.0758,2026-02-14T21:00:24.523352
Msg de hilo 6 - Time: 1771100708.0546544,2026-02-14T21:00:24.524178,0.8490,2026-02-14T21:00:25.374105
Msg de hilo 3 - Time: 1771100708.0546544,2026-02-14T21:00:25.374971,0.8875,2026-02-14T21:00:26.263524
Msg de hilo 26 - Time: 1771100708.070219,2026-02-14T21:00:26.264341,0.5058,2026-02-14T21:00:26.770791
Msg de hilo 46 - Time: 1771100708.070219,2026-02-14T21:00:26.771582,0.2134,2026-02-14T21:00:26.985302
Msg de hilo 35 - Time: 1771100708.070219,2026-02-14T21:00:26.986232,0.3285,2026-02-14T21:00:27.315171
Msg de hilo 22 - Time: 1771100708.0857408,2026-02-14T21:00:27.316109,2.1524,2026-02-14T21:00:29.470722
Msg de hilo 38 - Time: 1771100708.086247,2026-02-14T21:00:29.471582,0.9784,2026-02-14T21:00:30.451040
Msg de hilo 15 - Time: 1771100708.0857408,2026-02-14T21:00:30.452082,0.6880,2026-02-14T21:00:31.140899
Msg de hilo 29 - Time: 1771100708.1012475,2026-02-14T21:00:31.141869,0.4815,2026-02-14T21:00:31.624012
Msg de hilo 42 - Time: 1771100708.1012475,2026-02-14T21:00:31.624858,0.3261,2026-02-14T21:00:31.951367
Msg de hilo 21 - Time: 1771100708.1012475,2026-02-14T21:00:31.952200,2.2768,2026-02-14T21:00:34.231410
Msg de hilo 39 - Time: 1771100708.1012475,2026-02-14T21:00:34.232248,0.8041,2026-02-14T21:00:35.037261
Msg de hilo 27 - Time: 1771100708.1017468,2026-02-14T21:00:35.038049,0.5650,2026-02-14T21:00:35.603687
Msg de hilo 0 - Time: 1771100708.1172724,2026-02-14T21:00:35.604570,0.4607,2026-02-14T21:00:36.065850
Msg de hilo 34 - Time: 1771100708.1172724,2026-02-14T21:00:36.066727,0.2504,2026-02-14T21:00:36.317529
Msg de hilo 4 - Time: 1771100708.1172724,2026-02-14T21:00:36.318376,0.5125,2026-02-14T21:00:36.831531
Msg de hilo 41 - Time: 1771100708.132803,2026-02-14T21:00:36.832394,0.1237,2026-02-14T21:00:36.956344
Msg de hilo 1 - Time: 1771100708.132803,2026-02-14T21:00:36.957233,0.1303,2026-02-14T21:00:37.087750
Msg de hilo 19 - Time: 1771100708.132803,2026-02-14T21:00:37.088618,0.1019,2026-02-14T21:00:37.190697
Msg de hilo 48 - Time: 1771100708.14883,2026-02-14T21:00:37.191523,0.7673,2026-02-14T21:00:37.959723
Msg de hilo 32 - Time: 1771100708.14883,2026-02-14T21:00:37.960546,0.0391,2026-02-14T21:00:37.999773
Msg de hilo 20 - Time: 1771100708.1493359,2026-02-14T21:00:38.000545,0.0698,2026-02-14T21:00:38.070524
Msg de hilo 37 - Time: 1771100708.1643608,2026-02-14T21:00:38.071346,0.2984,2026-02-14T21:00:38.368819
Msg de hilo 45 - Time: 1771100708.180882,2026-02-14T21:00:38.369641,0.4621,2026-02-14T21:00:38.832332
Msg de hilo 33 - Time: 1771100708.1803763,2026-02-14T21:00:38.833172,0.1936,2026-02-14T21:00:39.027100
Msg de hilo 16 - Time: 1771100708.1803763,2026-02-14T21:00:39.027889,0.8537,2026-02-14T21:00:39.882164
Msg de hilo 8 - Time: 1771100708.180882,2026-02-14T21:00:39.883164,0.0208,2026-02-14T21:00:39.904083
Msg de hilo 25 - Time: 1771100708.1803763,2026-02-14T21:00:39.904868,0.8030,2026-02-14T21:00:40.708798
Msg de hilo 22 - Time: 1771100708.1959033,2026-02-14T21:00:40.709601,0.0445,2026-02-14T21:00:40.754220
Msg de hilo 14 - Time: 1771100708.1959033,2026-02-14T21:00:40.755184,0.6281,2026-02-14T21:00:41.384039
Msg de hilo 44 - Time: 1771100708.2119453,2026-02-14T21:00:41.384988,0.4867,2026-02-14T21:00:41.872287
Msg de hilo 47 - Time: 1771100708.2114427,2026-02-14T21:00:41.873095,0.2069,2026-02-14T21:00:42.080310
Msg de hilo 15 - Time: 1771100708.2114427,2026-02-14T21:00:42.081099,0.0594,2026-02-14T21:00:42.140671
Msg de hilo 40 - Time: 1771100708.226971,2026-02-14T21:00:42.141524,0.5342,2026-02-14T21:00:42.676397
Msg de hilo 10 - Time: 1771100708.226971,2026-02-14T21:00:42.677244,0.4484,2026-02-14T21:00:43.126193
Msg de hilo 43 - Time: 1771100708.226971,2026-02-14T21:00:43.127052,0.2932,2026-02-14T21:00:43.420603
Msg de hilo 1 - Time: 1771100708.242497,2026-02-14T21:00:43.421514,0.3866,2026-02-14T21:00:43.808573
Msg de hilo 30 - Time: 1771100708.242497,2026-02-14T21:00:43.809374,3.3637,2026-02-14T21:00:47.176565
Msg de hilo 5 - Time: 1771100708.2580132,2026-02-14T21:00:47.177378,0.0381,2026-02-14T21:00:47.215631
Msg de hilo 28 - Time: 1771100708.2580132,2026-02-14T21:00:47.216585,0.1414,2026-02-14T21:00:47.358213
Msg de hilo 27 - Time: 1771100708.2735474,2026-02-14T21:00:47.359010,2.4880,2026-02-14T21:00:49.849597
Msg de hilo 18 - Time: 1771100708.2735474,2026-02-14T21:00:49.850451,0.3975,2026-02-14T21:00:50.248501
Msg de hilo 48 - Time: 1771100708.2735474,2026-02-14T21:00:50.249376,0.3004,2026-02-14T21:00:50.550151
Msg de hilo 7 - Time: 1771100708.2891688,2026-02-14T21:00:50.550956,0.7055,2026-02-14T21:00:51.257266
Msg de hilo 0 - Time: 1771100708.304673,2026-02-14T21:00:51.258236,0.9210,2026-02-14T21:00:52.179413
Msg de hilo 23 - Time: 1771100708.304673,2026-02-14T21:00:52.180101,0.1781,2026-02-14T21:00:52.358513
Msg de hilo 4 - Time: 1771100708.320206,2026-02-14T21:00:52.359296,0.8277,2026-02-14T21:00:53.187937
Msg de hilo 13 - Time: 1771100708.320206,2026-02-14T21:00:53.188790,0.0024,2026-02-14T21:00:53.191291
Msg de hilo 16 - Time: 1771100708.320206,2026-02-14T21:00:53.192343,0.1233,2026-02-14T21:00:53.315916
Msg de hilo 49 - Time: 1771100708.3362186,2026-02-14T21:00:53.316714,0.3033,2026-02-14T21:00:53.620383
Msg de hilo 37 - Time: 1771100708.3362186,2026-02-14T21:00:53.621202,0.0186,2026-02-14T21:00:53.639989
Msg de hilo 46 - Time: 1771100708.3517458,2026-02-14T21:00:53.640679,0.3989,2026-02-14T21:00:54.040075
Msg de hilo 33 - Time: 1771100708.3517458,2026-02-14T21:00:54.040856,0.2356,2026-02-14T21:00:54.276780
Msg de hilo 17 - Time: 1771100708.367771,2026-02-14T21:00:54.277566,0.3794,2026-02-14T21:00:54.657474
Msg de hilo 22 - Time: 1771100708.367771,2026-02-14T21:00:54.658408,0.2064,2026-02-14T21:00:54.865092
Msg de hilo 9 - Time: 1771100708.367771,2026-02-14T21:00:54.865843,0.3011,2026-02-14T21:00:55.167352
Msg de hilo 3 - Time: 1771100708.367771,2026-02-14T21:00:55.168165,1.5309,2026-02-14T21:00:56.700648
Msg de hilo 28 - Time: 1771100708.3832884,2026-02-14T21:00:56.701533,0.5692,2026-02-14T21:00:57.271385
Msg de hilo 2 - Time: 1771100708.3832884,2026-02-14T21:00:57.272146,0.6069,2026-02-14T21:00:57.879697
Msg de hilo 43 - Time: 1771100708.3837907,2026-02-14T21:00:57.880481,0.4762,2026-02-14T21:00:58.357279
Msg de hilo 21 - Time: 1771100708.3832884,2026-02-14T21:00:58.358199,0.4076,2026-02-14T21:00:58.766265
Msg de hilo 15 - Time: 1771100708.3832884,2026-02-14T21:00:58.767061,0.1203,2026-02-14T21:00:58.887552
Msg de hilo 20 - Time: 1771100708.3988278,2026-02-14T21:00:58.888313,0.2090,2026-02-14T21:00:59.097663
Msg de hilo 36 - Time: 1771100708.3988278,2026-02-14T21:00:59.098533,0.1899,2026-02-14T21:00:59.288765
Msg de hilo 14 - Time: 1771100708.3988278,2026-02-14T21:00:59.289672,0.0817,2026-02-14T21:00:59.371500
Msg de hilo 12 - Time: 1771100708.4143577,2026-02-14T21:00:59.372329,0.7092,2026-02-14T21:01:00.082376
Msg de hilo 8 - Time: 1771100708.4143577,2026-02-14T21:01:00.083281,0.3336,2026-02-14T21:01:00.417323
Msg de hilo 47 - Time: 1771100708.4143577,2026-02-14T21:01:00.418282,0.9374,2026-02-14T21:01:01.356707
Msg de hilo 38 - Time: 1771100708.4303849,2026-02-14T21:01:01.357535,0.6516,2026-02-14T21:01:02.009917
Msg de hilo 29 - Time: 1771100708.4303849,2026-02-14T21:01:02.010821,0.1958,2026-02-14T21:01:02.206867
Msg de hilo 11 - Time: 1771100708.4303849,2026-02-14T21:01:02.207654,0.2033,2026-02-14T21:01:02.411229
Msg de hilo 45 - Time: 1771100708.4303849,2026-02-14T21:01:02.412022,0.5308,2026-02-14T21:01:02.943417
Msg de hilo 6 - Time: 1771100708.4619522,2026-02-14T21:01:02.944227,0.1857,2026-02-14T21:01:03.130254
Msg de hilo 37 - Time: 1771100708.461451,2026-02-14T21:01:03.131087,0.0164,2026-02-14T21:01:03.147650
Msg de hilo 34 - Time: 1771100708.461451,2026-02-14T21:01:03.148496,0.1313,2026-02-14T21:01:03.279934
Msg de hilo 24 - Time: 1771100708.461451,2026-02-14T21:01:03.280845,0.2344,2026-02-14T21:01:03.515584
Msg de hilo 32 - Time: 1771100708.4619522,2026-02-14T21:01:03.516410,0.4571,2026-02-14T21:01:03.974133
Msg de hilo 35 - Time: 1771100708.4769814,2026-02-14T21:01:03.974968,1.0077,2026-02-14T21:01:04.983745
Msg de hilo 26 - Time: 1771100708.5085196,2026-02-14T21:01:04.984524,0.5656,2026-02-14T21:01:05.550787
Msg de hilo 19 - Time: 1771100708.5085196,2026-02-14T21:01:05.551608,0.0677,2026-02-14T21:01:05.619462
Msg de hilo 1 - Time: 1771100708.5085196,2026-02-14T21:01:05.620282,0.2770,2026-02-14T21:01:05.897620
Msg de hilo 31 - Time: 1771100708.5243404,2026-02-14T21:01:05.898431,0.7591,2026-02-14T21:01:06.658353
Msg de hilo 7 - Time: 1771100708.5243404,2026-02-14T21:01:06.659136,0.0840,2026-02-14T21:01:06.743292
Msg de hilo 25 - Time: 1771100708.5395794,2026-02-14T21:01:06.744120,0.4778,2026-02-14T21:01:07.222509
Msg de hilo 42 - Time: 1771100708.5395794,2026-02-14T21:01:07.223395,1.8243,2026-02-14T21:01:09.047979
Msg de hilo 12 - Time: 1771100708.5395794,2026-02-14T21:01:09.048820,0.0291,2026-02-14T21:01:09.078150
Msg de hilo 21 - Time: 1771100708.5400822,2026-02-14T21:01:09.079037,0.3024,2026-02-14T21:01:09.381878
Msg de hilo 17 - Time: 1771100708.5556111,2026-02-14T21:01:09.382799,0.1478,2026-02-14T21:01:09.530779
Msg de hilo 10 - Time: 1771100708.5556111,2026-02-14T21:01:09.531602,0.2619,2026-02-14T21:01:09.793836
Msg de hilo 39 - Time: 1771100708.5711296,2026-02-14T21:01:09.794625,0.3332,2026-02-14T21:01:10.128297
Msg de hilo 11 - Time: 1771100708.5866282,2026-02-14T21:01:10.129085,0.0340,2026-02-14T21:01:10.163228
Msg de hilo 35 - Time: 1771100708.5866282,2026-02-14T21:01:10.164083,0.6285,2026-02-14T21:01:10.793328
Msg de hilo 18 - Time: 1771100708.5866282,2026-02-14T21:01:10.794171,0.1358,2026-02-14T21:01:10.930156
Msg de hilo 44 - Time: 1771100708.6021452,2026-02-14T21:01:10.930964,1.1810,2026-02-14T21:01:12.113287
Msg de hilo 27 - Time: 1771100708.6021452,2026-02-14T21:01:12.114211,0.2728,2026-02-14T21:01:12.387331
Msg de hilo 41 - Time: 1771100708.6021452,2026-02-14T21:01:12.388161,0.5155,2026-02-14T21:01:12.904254
Msg de hilo 15 - Time: 1771100708.6181529,2026-02-14T21:01:12.905139,1.6229,2026-02-14T21:01:14.529825
Msg de hilo 3 - Time: 1771100708.6181529,2026-02-14T21:01:14.530671,0.5785,2026-02-14T21:01:15.109860
Msg de hilo 13 - Time: 1771100708.633322,2026-02-14T21:01:15.110654,0.2964,2026-02-14T21:01:15.407457
Msg de hilo 29 - Time: 1771100708.633322,2026-02-14T21:01:15.408267,0.3365,2026-02-14T21:01:15.745187
Msg de hilo 45 - Time: 1771100708.633322,2026-02-14T21:01:15.746026,1.4098,2026-02-14T21:01:17.157387
Msg de hilo 33 - Time: 1771100708.6493697,2026-02-14T21:01:17.158265,0.3820,2026-02-14T21:01:17.540742
Msg de hilo 32 - Time: 1771100708.6646001,2026-02-14T21:01:17.541599,0.0255,2026-02-14T21:01:17.567263
Msg de hilo 36 - Time: 1771100708.6806123,2026-02-14T21:01:17.568150,0.2287,2026-02-14T21:01:17.797193
Msg de hilo 48 - Time: 1771100708.6806123,2026-02-14T21:01:17.798102,0.6267,2026-02-14T21:01:18.425545
Msg de hilo 49 - Time: 1771100708.6806123,2026-02-14T21:01:18.426503,0.6189,2026-02-14T21:01:19.046090
Msg de hilo 17 - Time: 1771100708.6806123,2026-02-14T21:01:19.046966,0.3978,2026-02-14T21:01:19.445295
Msg de hilo 19 - Time: 1771100708.6811213,2026-02-14T21:01:19.446141,0.1518,2026-02-14T21:01:19.598169
Msg de hilo 22 - Time: 1771100708.7122614,2026-02-14T21:01:19.599030,0.2032,2026-02-14T21:01:19.802583
Msg de hilo 30 - Time: 1771100708.7122614,2026-02-14T21:01:19.803459,0.1307,2026-02-14T21:01:19.934411
Msg de hilo 14 - Time: 1771100708.7122614,2026-02-14T21:01:19.935249,0.0097,2026-02-14T21:01:19.945124
Msg de hilo 24 - Time: 1771100708.7127678,2026-02-14T21:01:19.945962,0.3606,2026-02-14T21:01:20.307088
Msg de hilo 40 - Time: 1771100708.727799,2026-02-14T21:01:20.308147,0.0166,2026-02-14T21:01:20.324952
Msg de hilo 43 - Time: 1771100708.727799,2026-02-14T21:01:20.326101,0.0164,2026-02-14T21:01:20.342656
Msg de hilo 45 - Time: 1771100708.743827,2026-02-14T21:01:20.343680,0.0976,2026-02-14T21:01:20.441511
Msg de hilo 25 - Time: 1771100708.7443323,2026-02-14T21:01:20.442455,0.6267,2026-02-14T21:01:21.069892
Msg de hilo 46 - Time: 1771100708.743827,2026-02-14T21:01:21.070776,0.0598,2026-02-14T21:01:21.130805
Msg de hilo 16 - Time: 1771100708.7443323,2026-02-14T21:01:21.131771,0.3486,2026-02-14T21:01:21.480845
Msg de hilo 5 - Time: 1771100708.7443323,2026-02-14T21:01:21.481700,0.5490,2026-02-14T21:01:22.031305
Msg de hilo 29 - Time: 1771100708.743827,2026-02-14T21:01:22.032074,0.3411,2026-02-14T21:01:22.373604
Msg de hilo 47 - Time: 1771100708.7593398,2026-02-14T21:01:22.374565,0.0568,2026-02-14T21:01:22.431536
Msg de hilo 13 - Time: 1771100708.7593398,2026-02-14T21:01:22.432405,1.1748,2026-02-14T21:01:23.608480
Msg de hilo 23 - Time: 1771100708.7753825,2026-02-14T21:01:23.609320,0.8850,2026-02-14T21:01:24.495337
Msg de hilo 44 - Time: 1771100708.7753825,2026-02-14T21:01:24.496201,0.3640,2026-02-14T21:01:24.860629
Msg de hilo 10 - Time: 1771100708.7753825,2026-02-14T21:01:24.861487,0.1491,2026-02-14T21:01:25.010787
Msg de hilo 26 - Time: 1771100708.790573,2026-02-14T21:01:25.011656,0.0719,2026-02-14T21:01:25.083726
Msg de hilo 4 - Time: 1771100708.791073,2026-02-14T21:01:25.084594,0.0771,2026-02-14T21:01:25.161889
Msg de hilo 0 - Time: 1771100708.790573,2026-02-14T21:01:25.162764,0.8368,2026-02-14T21:01:26.000520
Msg de hilo 20 - Time: 1771100708.791073,2026-02-14T21:01:26.001440,0.7940,2026-02-14T21:01:26.796331
Msg de hilo 49 - Time: 1771100708.790573,2026-02-14T21:01:26.797248,0.3132,2026-02-14T21:01:27.110846
Msg de hilo 8 - Time: 1771100708.791073,2026-02-14T21:01:27.111713,0.3423,2026-02-14T21:01:27.454440
Msg de hilo 1 - Time: 1771100708.8061304,2026-02-14T21:01:27.455249,0.7246,2026-02-14T21:01:28.180662
Msg de hilo 34 - Time: 1771100708.821685,2026-02-14T21:01:28.181471,0.8292,2026-02-14T21:01:29.011692
Msg de hilo 19 - Time: 1771100708.821685,2026-02-14T21:01:29.012587,0.8536,2026-02-14T21:01:29.867175
Msg de hilo 28 - Time: 1771100708.821685,2026-02-14T21:01:29.868176,0.3766,2026-02-14T21:01:30.245322
Msg de hilo 33 - Time: 1771100708.821685,2026-02-14T21:01:30.246222,0.4800,2026-02-14T21:01:30.726823
Msg de hilo 9 - Time: 1771100708.8376975,2026-02-14T21:01:30.727644,0.5051,2026-02-14T21:01:31.233334
Msg de hilo 7 - Time: 1771100708.8376975,2026-02-14T21:01:31.234222,1.2921,2026-02-14T21:01:32.527671
Msg de hilo 15 - Time: 1771100708.8376975,2026-02-14T21:01:32.528554,0.3947,2026-02-14T21:01:32.923734
Msg de hilo 48 - Time: 1771100708.853245,2026-02-14T21:01:32.924594,0.1744,2026-02-14T21:01:33.099238
Msg de hilo 27 - Time: 1771100708.853245,2026-02-14T21:01:33.100052,0.1800,2026-02-14T21:01:33.280358
Msg de hilo 31 - Time: 1771100708.8687818,2026-02-14T21:01:33.281436,0.0399,2026-02-14T21:01:33.321559
Msg de hilo 45 - Time: 1771100708.8687818,2026-02-14T21:01:33.322406,0.7104,2026-02-14T21:01:34.033641
Msg de hilo 18 - Time: 1771100708.8842957,2026-02-14T21:01:34.034464,0.3839,2026-02-14T21:01:34.418863
Msg de hilo 2 - Time: 1771100708.900348,2026-02-14T21:01:34.419613,0.0743,2026-02-14T21:01:34.494046
Msg de hilo 38 - Time: 1771100708.900348,2026-02-14T21:01:34.494875,0.0187,2026-02-14T21:01:34.513671
Msg de hilo 29 - Time: 1771100708.900348,2026-02-14T21:01:34.514393,1.0467,2026-02-14T21:01:35.562243
Msg de hilo 36 - Time: 1771100708.900348,2026-02-14T21:01:35.563060,0.0639,2026-02-14T21:01:35.627149
Msg de hilo 0 - Time: 1771100708.900856,2026-02-14T21:01:35.628064,0.3417,2026-02-14T21:01:35.970226
Msg de hilo 10 - Time: 1771100708.9158638,2026-02-14T21:01:35.971032,0.2387,2026-02-14T21:01:36.210111
Msg de hilo 12 - Time: 1771100708.9158638,2026-02-14T21:01:36.211087,0.9361,2026-02-14T21:01:37.148214
Msg de hilo 21 - Time: 1771100708.931896,2026-02-14T21:01:37.149079,0.1643,2026-02-14T21:01:37.313690
Msg de hilo 6 - Time: 1771100708.931896,2026-02-14T21:01:37.314590,0.7595,2026-02-14T21:01:38.074962
Msg de hilo 42 - Time: 1771100708.9474285,2026-02-14T21:01:38.075821,0.0403,2026-02-14T21:01:38.116263
Msg de hilo 11 - Time: 1771100708.9474285,2026-02-14T21:01:38.117082,0.1877,2026-02-14T21:01:38.305104
Msg de hilo 37 - Time: 1771100708.9629507,2026-02-14T21:01:38.306066,0.2067,2026-02-14T21:01:38.511738
Msg de hilo 39 - Time: 1771100708.9629507,2026-02-14T21:01:38.512600,1.1811,2026-02-14T21:01:39.694202
Msg de hilo 41 - Time: 1771100708.9629507,2026-02-14T21:01:39.695104,0.8778,2026-02-14T21:01:40.573890
Msg de hilo 35 - Time: 1771100708.978476,2026-02-14T21:01:40.575033,0.3310,2026-02-14T21:01:40.906436
Msg de hilo 20 - Time: 1771100708.978476,2026-02-14T21:01:40.907273,0.4991,2026-02-14T21:01:41.406944
Msg de hilo 7 - Time: 1771100708.9945018,2026-02-14T21:01:41.407791,2.0159,2026-02-14T21:01:43.425829
Msg de hilo 47 - Time: 1771100708.9945018,2026-02-14T21:01:43.426656,0.2739,2026-02-14T21:01:43.700940
Msg de hilo 49 - Time: 1771100708.9945018,2026-02-14T21:01:43.701934,0.0303,2026-02-14T21:01:43.732450
Msg de hilo 13 - Time: 1771100709.0100248,2026-02-14T21:01:43.733414,0.0614,2026-02-14T21:01:43.795019
Msg de hilo 30 - Time: 1771100709.0100248,2026-02-14T21:01:43.795854,0.4191,2026-02-14T21:01:44.215434
Msg de hilo 24 - Time: 1771100709.0261512,2026-02-14T21:01:44.216247,0.0790,2026-02-14T21:01:44.295442
Msg de hilo 17 - Time: 1771100709.0421703,2026-02-14T21:01:44.296505,0.1791,2026-02-14T21:01:44.475851
Msg de hilo 45 - Time: 1771100709.0421703,2026-02-14T21:01:44.476641,0.1593,2026-02-14T21:01:44.636207
Msg de hilo 21 - Time: 1771100709.0416658,2026-02-14T21:01:44.637061,1.7005,2026-02-14T21:01:46.339319
Msg de hilo 25 - Time: 1771100709.0416658,2026-02-14T21:01:46.340127,0.9052,2026-02-14T21:01:47.246373
Msg de hilo 31 - Time: 1771100709.0421703,2026-02-14T21:01:47.247249,0.2132,2026-02-14T21:01:47.460741
Msg de hilo 5 - Time: 1771100709.0574796,2026-02-14T21:01:47.461553,0.4316,2026-02-14T21:01:47.893729
Msg de hilo 40 - Time: 1771100709.0730288,2026-02-14T21:01:47.894541,0.0321,2026-02-14T21:01:47.926761
Msg de hilo 16 - Time: 1771100709.0730288,2026-02-14T21:01:47.927616,0.0588,2026-02-14T21:01:47.986597
Msg de hilo 27 - Time: 1771100709.0730288,2026-02-14T21:01:47.987401,0.0573,2026-02-14T21:01:48.044813
Msg de hilo 34 - Time: 1771100709.0882149,2026-02-14T21:01:48.045652,1.3760,2026-02-14T21:01:49.423167
Msg de hilo 43 - Time: 1771100709.0882149,2026-02-14T21:01:49.423936,0.0981,2026-02-14T21:01:49.522250
Msg de hilo 8 - Time: 1771100709.0882149,2026-02-14T21:01:49.523229,0.4555,2026-02-14T21:01:49.979245
Msg de hilo 36 - Time: 1771100709.1037505,2026-02-14T21:01:49.980086,0.1849,2026-02-14T21:01:50.165273
Msg de hilo 44 - Time: 1771100709.1037505,2026-02-14T21:01:50.166072,3.8513,2026-02-14T21:01:54.021317
Msg de hilo 3 - Time: 1771100709.119277,2026-02-14T21:01:54.022113,0.9359,2026-02-14T21:01:54.959043
Msg de hilo 23 - Time: 1771100709.119277,2026-02-14T21:01:54.959950,0.1032,2026-02-14T21:01:55.063385
Msg de hilo 26 - Time: 1771100709.119277,2026-02-14T21:01:55.064272,0.1103,2026-02-14T21:01:55.174733
Msg de hilo 37 - Time: 1771100709.1347935,2026-02-14T21:01:55.175604,1.1400,2026-02-14T21:01:56.316889
Msg de hilo 30 - Time: 1771100709.1347935,2026-02-14T21:01:56.317777,0.3506,2026-02-14T21:01:56.668871
Msg de hilo 7 - Time: 1771100709.1352975,2026-02-14T21:01:56.669654,0.4034,2026-02-14T21:01:57.073514
Msg de hilo 22 - Time: 1771100709.1352975,2026-02-14T21:01:57.074279,0.1914,2026-02-14T21:01:57.265979
Msg de hilo 10 - Time: 1771100709.1347935,2026-02-14T21:01:57.266733,0.2182,2026-02-14T21:01:57.485249
Msg de hilo 32 - Time: 1771100709.1352975,2026-02-14T21:01:57.486050,0.0243,2026-02-14T21:01:57.510493
Msg de hilo 39 - Time: 1771100709.1508515,2026-02-14T21:01:57.511236,2.1072,2026-02-14T21:01:59.620623
Msg de hilo 13 - Time: 1771100709.182408,2026-02-14T21:01:59.621467,1.8304,2026-02-14T21:02:01.453841
Msg de hilo 17 - Time: 1771100709.182408,2026-02-14T21:02:01.454855,0.0239,2026-02-14T21:02:01.478955
Msg de hilo 14 - Time: 1771100709.182408,2026-02-14T21:02:01.479784,1.6078,2026-02-14T21:02:03.089318
Msg de hilo 15 - Time: 1771100709.1979363,2026-02-14T21:02:03.090205,0.3479,2026-02-14T21:02:03.438518
Msg de hilo 33 - Time: 1771100709.1979363,2026-02-14T21:02:03.439406,0.0525,2026-02-14T21:02:03.492074
Msg de hilo 28 - Time: 1771100709.1979363,2026-02-14T21:02:03.492886,0.2507,2026-02-14T21:02:03.743947
Msg de hilo 5 - Time: 1771100709.2134714,2026-02-14T21:02:03.744735,0.2587,2026-02-14T21:02:04.003833
Msg de hilo 42 - Time: 1771100709.2289968,2026-02-14T21:02:04.004610,4.7064,2026-02-14T21:02:08.714564
Msg de hilo 47 - Time: 1771100709.245005,2026-02-14T21:02:08.715523,0.2260,2026-02-14T21:02:08.941827
Msg de hilo 48 - Time: 1771100709.2445064,2026-02-14T21:02:08.943351,0.3905,2026-02-14T21:02:09.334303
Msg de hilo 46 - Time: 1771100709.2445064,2026-02-14T21:02:09.335136,0.6250,2026-02-14T21:02:09.960841
Msg de hilo 24 - Time: 1771100709.2600136,2026-02-14T21:02:09.961661,0.3157,2026-02-14T21:02:10.277800
Msg de hilo 29 - Time: 1771100709.2600136,2026-02-14T21:02:10.278709,0.3649,2026-02-14T21:02:10.644108
Msg de hilo 30 - Time: 1771100709.275657,2026-02-14T21:02:10.644905,0.7271,2026-02-14T21:02:11.372868
Msg de hilo 0 - Time: 1771100709.2761645,2026-02-14T21:02:11.373841,0.7433,2026-02-14T21:02:12.117979
