inter_arrival_time,processing_time
0.030597,0.5936
0.139271,0.515
0.046434,0.0967
0.20431,0.3332
0.187958,0.6216
0.046958,0.0292
0.031016,0.5625
0.061578,1.0979
0.046543,1.654
0.015501,0.6032
0.076909,0.4974
0.076593,1.472
0.01528,0.1982
0.045629,0.0534
0.046061,0.0324
0.045963,0.6123
0.10697,0.2578
0.077513,0.3282
0.031471,2.4296
0.06155,1.1678
0.031048,0.4041
0.062205,0.8453
0.01562,0.4541
0.030944,0.906
0.04645,0.2329
0.0,0.1604
0.030571,0.411
0.139447,0.1502
0.062046,0.7514
0.030743,0.2515
0.015519,0.1734
0.030718,0.2682
0.091726,0.148
0.0,0.2123
0.031247,0.288
0.015343,0.8223
0.061811,0.8945
0.030667,1.5873
0.062299,0.4793
0.015543,0.6055
0.046776,0.3736
0.061481,0.1374
0.122803,0.2572
0.046226,0.4464
0.062313,0.1761
0.263462,0.714
0.123335,0.173
0.0,0.3841
0.046307,0.0263
0.200139,0.1679
0.030991,0.2988
0.016085,0.0429
0.0,0.3034
0.031197,0.2327
0.0,0.4846
0.062814,0.227
0.047001,0.2143
0.03107,0.1
0.296285,0.3249
0.030711,1.0251
0.015543,0.7374
0.155677,0.5131
0.04654,0.1093
0.09308,0.1791
0.107945,1.9486
0.061627,0.1425
0.015221,0.1739
0.0,0.2946
0.061314,0.1592
0.030659,0.6977
0.046021,0.0077
0.015476,0.0918
0.046043,0.5446
0.031227,0.4602
0.015443,0.0151
0.046668,0.0629
0.077421,0.482
0.046379,0.8808
0.107837,0.285
0.0,0.9706
0.093653,0.8738
0.154466,0.1764
0.185911,0.028
0.046429,0.2869
0.046424,0.5492
0.077339,0.2645
0.0,0.2208
0.015935,1.4903
0.046539,0.9036
0.015674,0.3897
0.046818,0.0129
0.045964,0.5927
0.062414,0.3252
0.0,0.5679
0.0,0.3588
0.031455,0.0816
0.015212,0.5874
0.015912,0.5352
0.10793,0.0079
0.231296,0.4446
0.215887,0.6743
0.154668,0.2151
0.046727,0.8027
0.077402,0.1724
0.030547,0.075
0.016019,0.0024
0.031072,0.8095
0.0154,0.2868
0.045842,0.326
0.030529,3.1534
0.015399,0.381
0.092597,0.0037
0.04622,0.0116
0.031027,0.3161
0.015545,1.4203
0.170583,0.1305
0.015975,0.0184
0.015544,0.4074
0.093024,0.0807
0.156686,0.1763
0.108439,0.7436
0.031017,0.8131
0.062209,0.0891
0.062218,0.7986
0.077999,0.0578
0.092219,0.7767
0.015936,0.6611
0.107546,0.6929
0.046432,0.4693
0.046492,0.2789
0.015397,0.2788
0.0,0.1104
0.030756,0.4381
0.0,0.0403
0.030626,0.1746
0.015292,0.0655
0.015542,0.8163
0.015437,0.2069
0.077294,0.1342
0.093102,0.8276
0.015624,0.2275
0.06206,0.6982
0.015422,0.985
0.199796,0.027
0.10804,0.0478
0.0,0.2372
0.092532,0.6152
0.015526,0.2327
0.061536,0.1612
0.092217,0.778
0.246859,1.166
0.0,1.167
0.061916,1.6442
0.031158,0.0255
0.015316,0.0312
0.015496,0.2502
0.0,0.972
0.061245,0.254
0.169514,0.0491
0.015522,0.0166
0.061707,0.1977
0.031111,2.2039
0.061575,0.2751
0.031047,0.3066
0.092601,0.2257
0.031289,0.0294
0.030726,0.1104
0.03131,0.4405
0.0,0.7872
0.218965,0.7814
0.01554,0.9424
0.062988,0.1532
0.0,0.2329
0.078759,0.1981
0.078748,0.0581
0.126397,0.5594
0.078408,0.3848
0.155499,0.291
0.078278,1.0055
0.062048,0.8034
0.0,0.2147
0.062647,0.3386
0.046154,0.5322
0.092159,1.7579
0.0,0.2055
0.06253,0.3609
0.015149,0.3324
0.03113,0.409
0.031364,0.7034
0.061711,0.4888
0.031111,0.0478
0.139145,0.997
0.061446,0.0159
0.046575,0.5991
0.046502,0.4107
0.0,0.3734
0.092321,0.0582
0.17213,0.0013
0.109265,0.0344
0.046507,0.2581
0.03058,1.5465
0.046547,0.2136
0.046079,0.1838
0.046322,0.9429
0.015589,0.5701
0.061975,0.0877
0.0,0.8731
0.216583,0.1852
0.108349,0.2817
0.124751,0.0793
0.0,0.3078
0.124175,0.6292
0.107767,0.1379
0.030738,0.0136
0.046567,0.5849
0.077828,0.3443
0.061859,0.5021
0.155381,0.0149
0.062068,1.3229
0.063416,0.2508
0.031053,0.4403
0.0,0.9907
0.124436,0.1317
0.015627,0.1376
0.015224,1.0045
0.015555,0.1065
0.015543,0.7333
0.061969,1.165
0.108017,0.2719
0.062083,0.0483
0.046076,0.0525
0.077349,0.1465
0.046205,0.0453
0.077059,0.0157
0.030874,0.5108
0.12338,0.1654
0.156164,0.1234
0.061344,0.8702
0.200357,0.6946
0.0,0.2434
0.0,1.209
0.015231,0.4254
0.0,0.7767
0.015431,0.5006
0.030712,0.4456
0.186172,0.3761
0.030845,0.2898
0.03084,0.6999
0.01554,0.0731
0.077238,0.5562
0.0,0.6049
0.077269,0.3468
0.015525,0.4514
0.16975,0.1316
0.045816,0.0742
0.06233,0.4041
0.155831,1.8657
0.030493,0.648
0.108753,0.6027
0.0,0.2827
0.015819,0.0789
0.077782,1.2045
0.047132,0.1556
0.062251,0.0259
0.030915,0.2512
0.015192,0.0034
0.015513,0.1211
0.01515,0.1194
0.062788,0.0811
0.249255,0.2651
0.138739,0.6021
0.03067,0.1415
0.123084,0.2217
0.138649,0.8544
0.153544,1.4208
0.04692,0.4635
0.062452,0.0287
0.015397,0.12
0.0,0.5788
0.0,0.0806
0.04701,0.0049
0.076691,0.0643
0.046204,0.5745
0.031105,0.3892
0.030377,1.1088
0.0,1.0029
0.015189,0.5449
0.122994,0.6888
0.015195,0.3232
0.061491,2.1238
0.046053,0.4788
0.015528,0.6727
0.046514,0.071
0.061904,0.7761
0.200849,0.8388
0.015561,0.4365
0.0,0.0824
0.015451,0.0841
0.031068,0.5081
0.108315,0.8002
0.07737,0.0513
0.015407,0.3493
0.062131,0.3955
0.046158,0.0584
0.07716,0.4812
0.0,0.172
0.155403,0.0738
0.0,0.5041
0.015374,0.4053
0.232207,0.3113
0.0465,0.1804
0.0465,0.0293
0.076967,0.3125
0.015347,0.0099
0.186173,0.313
0.046325,1.4088
0.015548,0.3283
0.0776,0.8698
0.015507,0.2312
0.030641,0.1325
0.046419,0.7345
0.108485,0.738
0.031544,0.3971
0.015558,0.1575
0.04642,2.7597
0.093255,0.4748
0.046099,0.5896
0.046616,1.1249
0.154563,0.0265
0.124628,0.9181
0.122672,0.9845
0.092942,0.1194
0.062218,0.4279
0.108064,1.0787
0.030685,0.7813
0.046345,0.1204
0.062011,0.1958
0.061443,0.0011
0.030885,0.6511
0.015185,0.0787
0.076456,0.1652
0.061616,0.5903
0.108667,0.2686
0.015158,0.371
0.015525,0.2634
0.0,2.4247
0.124017,0.1644
0.0,0.856
0.077256,0.0814
0.0,1.6001
0.046017,0.1871
0.01534,0.0678
0.0,0.1646
0.046397,0.1686
0.124685,0.3705
0.062093,0.8159
0.031302,1.113
0.0,0.5868
0.154317,0.0862
0.015351,0.7302
0.0,0.8974
0.077696,0.0932
0.063118,0.3521
0.031154,0.534
0.046319,0.1086
0.17038,0.0254
0.139446,0.2955
0.185192,0.0172
0.107914,0.0747
0.062205,0.5384
0.061768,0.0134
0.107759,1.7717
0.077436,0.1588
0.046228,1.5086
0.077536,0.1669
0.046322,0.3646
0.077073,1.4629
0.061732,0.7107
0.061227,0.9512
0.015618,0.428
0.045872,0.0347
0.046463,1.6337
0.030701,0.266
0.092809,0.216
0.09252,0.6332
0.123936,0.4587
0.062192,0.2503
0.061805,0.0111
0.046083,0.2673
0.077544,1.05
0.015411,1.2873
0.185845,0.5676
0.015603,0.0205
0.154935,1.8353
0.015616,0.1499
0.03079,0.6983
0.061333,1.2847
0.015555,0.476
0.0,0.0096
0.015769,1.018
0.0,0.6113
0.015305,0.4006
0.015383,0.5045
0.0,0.2425
0.0,1.8328
0.0929,1.3778
0.076418,0.8709
0.015438,1.5149
0.015471,0.1551
0.06259,0.6358
0.091512,0.0754
0.092723,0.1263
0.077315,0.178
0.015536,0.2212
0.061388,0.1436
0.030808,1.0401
0.015289,0.3353
0.030678,1.5687
0.030663,0.0124
0.015792,0.0891
0.281647,0.0151
0.015533,0.8372
0.202511,0.0061
0.202788,0.8381
0.015156,0.551
0.108551,1.0511
0.093009,1.6566
0.062387,0.3606
0.046493,0.8659
0.0,0.2693
0.139599,0.1192
0.264912,0.7084
0.015525,0.2829
0.046637,0.7632
0.092117,0.001
0.030764,0.0554
0.092369,1.3593
0.061915,0.3046
0.015623,0.345
0.109234,0.2625
0.030754,0.0746
0.031591,0.1059
0.047317,1.714
0.04669,0.7152
0.015751,0.4603
0.124756,0.0278
0.03123,0.1345
0.078466,0.2806
0.0,0.0167
0.031046,1.2044
0.015851,0.3936
0.077883,0.3599
0.047029,0.0577
0.046005,0.0177
0.015713,0.667
0.061275,0.3292
0.015527,0.7051
0.046518,0.5555
0.062187,0.5982
0.030586,0.3576
0.139637,0.1852
0.045913,0.1196
0.061984,0.1496
0.108435,0.3404
0.015164,0.7609
0.015596,0.1132
0.031612,0.3354
0.01554,1.0073
0.077673,0.0715
0.03089,0.2472
0.077403,1.2452
0.077161,0.4611
0.091577,2.0616
0.030861,0.3427
0.201418,0.3982
0.046291,0.3672
0.125326,0.2109
0.016026,0.5071
0.109988,0.7771
0.155302,0.7505
0.123269,0.7941
0.030727,0.1946
0.077499,0.5594
0.01555,4.34
0.0,0.373
0.0,0.3048
0.015339,0.9127
0.154394,0.2888
0.04716,0.0604
0.0,0.0495
0.07721,0.3698
0.04764,1.4916
0.047078,0.8524
0.031922,0.0867
0.031075,0.3652
0.047144,1.003
0.156852,0.5836
0.157974,1.6758
0.0,0.2088
0.078756,0.0729
0.031055,0.6662
0.062597,0.27
0.016065,0.2452
0.015514,1.4245
0.0,0.201
0.016037,0.5784
0.062243,0.0184
0.015541,0.6742
0.140283,1.1202
0.0,0.0769
0.015499,0.5408
0.062035,0.0855
0.0,0.3944
0.216474,0.4287
0.031043,0.5876
0.077661,0.094
0.047597,2.819
0.078684,0.068
0.06258,0.056
0.110081,0.2973
0.047102,0.21
0.0,0.1087
0.016025,0.3887
0.25064,0.1341
0.046651,0.0431
0.124258,0.2776
0.015215,0.713
0.015526,1.3569
0.109061,0.3839
0.157346,0.618
0.016055,0.0439
0.205033,0.0471
0.031022,1.2888
0.031562,0.0743
0.031183,0.091
0.062682,0.6629
0.031049,0.1795
0.031046,0.3734
0.047613,0.4645
0.01552,0.7977
0.092806,1.2759
0.015513,0.6934
0.046637,0.3791
0.062131,2.5878
0.031056,0.4283
0.031621,0.3049
0.046592,0.1878
0.062634,0.3286
0.0,0.9765
0.03157,0.0966
0.031555,0.0164
0.0,1.058
0.094004,0.161
0.016076,0.9556
0.0,0.3829
0.0,0.3954
0.063139,1.2577
0.0,1.4093
0.015522,0.9904
0.047615,0.0676
0.0,0.2695
0.0,0.0728
0.015537,0.4155
0.031557,0.1409
0.0,0.1167
0.015526,0.1455
0.015541,0.4067
0.016023,0.147
0.0,0.5118
0.000506,2.964
0.046601,2.277
0.0,0.2962
0.031571,0.187
0.016109,0.5927
0.015543,0.4166
0.016039,0.618
0.031566,0.335
0.0,0.0659
0.04761,0.5796
0.0,0.6209
0.000506,1.6843
0.0,1.2908
0.015051,1.194
0.031084,0.212
0.016053,0.0784
0.000507,0.1028
0.045755,0.073
0.015539,0.8105
0.031148,0.1307
0.0,0.1165
0.015535,0.2701
0.0,1.8746
0.031571,0.6323
0.015539,0.064
0.016035,0.6384
0.0,0.3021
0.0,0.1171
0.0,0.5626
0.000505,0.2417
0.030665,0.2227
0.01555,0.1166
0.0,0.1932
0.0,0.3566
0.015519,0.3885
0.0,0.6829
0.016011,1.2635
0.031121,0.8226
0.01513,0.0781
0.015589,0.4917
0.0,0.0516
0.015591,0.3245
0.015176,0.3389
0.016027,0.5816
0.015536,0.1388
0.0,0.0958
0.0,0.558
0.030743,0.2165
0.015552,0.3087
0.0,0.6614
0.030725,0.5813
0.0,1.613
0.0,0.5394
0.000504,0.013
0.015528,0.1005
0.014798,0.3955
0.015526,0.2116
0.031106,1.848
0.015524,0.9159
0.0,0.5654
0.015536,1.7691
0.015541,0.7808
0.015533,0.4383
0.015531,0.1526
0.0,0.9264
0.01604,0.1251
0.015518,0.1297
0.0,0.8126
0.015542,0.0151
0.015532,0.7319
0.0,0.7716
0.0,0.001
0.016042,1.1488
0.015542,0.4577
0.01602,0.6139
0.015531,0.9119
0.0,0.1623
0.0,0.0215
0.000507,0.1408
0.015512,0.9416
0.031318,0.3885
0.015517,0.1843
0.0,0.7216
0.031577,0.3935
0.0,2.329
0.016021,0.3247
0.01603,1.0674
0.0,0.3236
0.00051,0.3188
0.015033,0.355
0.0,0.4641
0.015528,0.2923
0.0,0.0317
0.031105,0.449
0.031559,0.3455
0.0,0.3238
0.016041,0.1155
0.0,0.355
0.015539,0.1343
0.016021,0.033
0.0,2.8228
0.000507,0.2841
0.015036,0.2503
0.0,2.2383
0.0,0.1905
0.031164,0.1658
0.0,0.04
0.0,0.0171
0.01555,1.0872
0.0,0.2693
0.015526,0.7704
0.015536,0.8075
0.0,0.9305
0.0,1.4532
0.015538,0.7515
0.0,0.6487
0.015528,0.2
0.015536,1.0877
0.01555,0.1931
0.015541,0.3221
0.016048,0.2332
0.0,0.3501
0.015557,0.237
0.031558,0.0599
0.0,0.43
0.015523,0.1619
0.000506,2.0679
0.0,1.9429
0.015049,0.2982
0.0,0.1428
0.016033,0.5774
0.0,0.363
0.000507,0.6009
0.01502,0.7976
0.016036,0.0373
0.0,0.6256
0.000508,0.4357
0.0,0.1304
0.014997,0.3298
0.0,0.307
0.016039,0.5328
0.0,0.6897
0.000512,0.0033
0.015066,0.0522
0.0,0.6389
0.031066,0.4972
0.000501,0.5071
0.015544,0.4744
0.0,0.0176
0.015528,0.3888
0.0,1.449
0.0005,0.1394
0.015026,0.6389
0.0,0.3022
0.015532,0.4993
0.016055,0.4888
0.0,0.5119
0.015542,0.9314
0.031558,0.1669
0.0,0.1158
0.0,0.0205
0.015521,0.1352
0.015516,0.6935
0.0,0.602
0.0,0.0642
0.0,0.2087
0.0005,0.0526
0.01553,0.0949
0.031557,1.7949
0.0,0.6406
0.0,1.6581
0.015538,0.1032
0.0,0.3838
0.0,0.495
0.000503,0.2153
0.015595,0.2558
0.015504,0.1599
0.016024,0.1559
0.0,0.0262
0.0,0.66
0.015528,0.716
0.016016,0.4154
0.015164,0.2241
0.0,0.2416
0.01553,0.8189
0.0,0.3967
0.015538,0.7836
0.0,0.3626
0.000502,0.3067
0.0,0.0485
0.01502,0.2581
0.0,0.1898
0.015127,0.2171
0.015518,0.2038
0.0,0.1217
0.0,0.0289
0.015409,0.055
0.0,0.2088
0.0,0.2046
0.0005,1.8129
0.01502,0.3163
0.0,0.54
0.01524,0.7332
0.01552,0.8018
0.0,0.0022
0.000502,0.3247
0.015023,1.2578
0.0,1.3449
0.0,0.4299
0.015521,0.1058
0.0,0.2893
0.0,0.4978
0.0,0.1048
0.000502,0.2504
0.077608,0.8104
0.0,0.3359
0.0,0.1529
0.015523,0.2
0.016057,0.3318
0.0,1.2634
0.0,0.2747
0.000507,0.0813
0.01502,0.1612
0.0,0.2967
0.0,0.2977
0.016021,0.1219
0.0,0.2925
0.000507,1.5645
0.0,0.4646
0.01503,0.1377
0.0,0.0743
0.015519,0.4709
0.0,0.1673
0.000505,0.3313
0.015023,0.4251
0.0,0.3147
0.0,0.6907
0.016027,1.156
0.0,3.4689
0.015523,1.0122
0.0,0.1676
0.016016,0.0268
0.0,0.1975
0.015187,0.1694
0.0,0.5321
0.0,0.0673
0.015522,0.1394
0.0,1.399
0.015531,0.2244
0.0,0.2493
0.0,1.0047
0.031219,0.5501
0.0,0.7011
0.016019,0.8424
0.015521,0.1896
0.0,0.3385
0.015539,0.9542
0.0,0.1027
0.0,0.0197
0.015517,0.0778
0.0,1.0273
0.016023,1.0297
0.0,0.51
0.000507,0.0076
0.0,0.3133
0.0,0.1655
0.0,0.0115
0.015018,0.2836
0.0,0.205
0.0,1.3443
0.016023,0.0762
0.0,0.1507
0.0,1.79
0.015517,0.0998
0.0,0.3417
0.0,0.7511
0.016021,0.6907
0.0,1.4887
0.0,0.4025
0.01551,0.602
0.0,0.1549
0.0,0.7431
0.047556,0.1668
0.0,0.8795
0.0,0.067
0.015543,0.3823
0.0,0.388
0.0,0.5105
0.000506,0.2179
0.031049,0.4406
0.0,0.0226
0.0,0.3376
0.000502,0.5506
0.015504,0.2444
0.0,0.7887
0.0,0.3257
0.0,0.1681
0.015527,0.0785
0.0,0.1399
0.0,0.0278
0.000502,0.5827
0.01504,0.1916
0.0,0.7444
0.0,1.6998
0.000504,0.4037
0.0,1.1512
0.015022,1.6751
0.015534,0.3051
0.0,0.1299
0.015523,0.0099
0.0,0.0029
0.016016,0.6244
0.0,0.0949
0.0,0.0134
0.000506,0.6211
0.0,0.0905
0.015028,0.3297
0.016032,0.6231
0.015519,0.1066
0.0,0.0552
0.0,0.1733
0.016045,0.099
0.0,0.2405
0.0,0.0351
0.000507,1.3752
0.015028,0.342
0.0,0.1681
0.015632,0.3232
0.0,0.1224
0.015555,0.1168
0.0,0.3027
0.016009,0.8277
0.0,0.1177
0.0,0.9763
0.0,0.0495
0.015525,0.4593
0.0,0.7584
0.0,0.5074
0.016027,0.9016
0.015515,0.4534
0.016034,0.643
0.0,2.0399
0.015153,0.2876
0.01555,0.2335
0.0,1.0701
0.0,0.0511
0.0,0.7272
0.0,0.1506
0.015205,0.4099
0.015505,0.8313
0.0,1.102
0.015209,0.1706
0.015549,0.9698
0.0,2.1039
0.0,0.0061
0.000502,1.7685
0.0,1.1569
0.014911,1.6844
0.0,0.2199
0.015525,0.4711
0.0,0.0493
0.0,0.1962
0.000502,0.0477
0.015107,0.0399
0.0,0.8676
0.015522,0.9989
0.015541,0.9808
0.0,0.5865
0.01552,0.3775
0.0,0.1306
0.0,0.0516
0.015543,0.1067
0.0,0.3779
0.015539,0.0218
0.0,0.1313
0.0,0.5251
0.0,0.1786
0.015544,0.4173
0.0,0.0812
0.015522,0.149
0.0,0.0286
0.0,0.4229
0.015547,0.0145
0.015533,0.1531
0.0,0.0486
0.0,0.6928
0.015545,0.8616
0.0,0.2156
0.0,0.889
0.000504,0.0764
0.015009,0.1477
0.0,0.3957
0.015578,0.5418
0.0,0.1065
0.015525,0.0655
0.016031,0.0989
0.0,1.1761
0.0,0.1159
0.0,0.1596
0.015531,0.4136
0.015516,2.1624
0.0,0.6181
0.015209,0.2664
0.0,0.0915
0.03154,0.4528
0.0,0.8181
0.0,0.5118
0.016053,0.675
0.0,0.2528
0.015518,0.2349
0.0,0.1324
0.000502,0.0951
0.015524,0.4206
0.0,0.0667
0.0,1.1342
0.000504,0.2041
0.014671,0.2261
0.0,0.482
0.0,0.1271
0.0,0.1171
0.016034,0.0413
0.0,0.3203
0.0,0.1543
0.0,0.1284
0.015543,0.2036
0.0,0.0204
0.0,0.0491
0.0,0.249
0.016039,0.1014
0.015518,1.0281
0.031641,0.455
0.0,0.2712
0.0,0.0754
0.016025,0.6919
0.0,0.1377
0.0,1.1264
0.000507,0.2345
0.0,0.1583
0.015036,0.6826
0.01602,0.5223
0.0,0.1638
0.0,0.3169
0.031108,0.0684
0.015512,0.2424
0.0,0.6254
0.0,0.1812
0.016045,1.2794
0.0,0.3896
0.047107,1.1648
0.0,0.4774
0.0,0.3934
0.016022,0.1489
0.0,0.2541
0.0,0.1607
0.000506,0.7402
0.015043,0.1427
0.0,0.631
0.0,0.4229
0.0,1.3237
0.000498,0.6696
0.0,0.0464
0.015535,0.081
0.0,0.9094
0.0,0.0141
0.0,0.0204
0.015527,0.2393
0.0,0.0852
0.015523,0.3735
0.0,0.2637
0.015533,0.2152
0.016028,0.4467
0.0,0.1567
0.030693,1.3384
0.0,0.6981
0.0,0.0117
0.0,0.5546
0.0,0.0617
0.015179,0.0854
0.0,0.798
0.0,0.5083
0.01553,0.0223
0.0,0.501
0.0,0.3442
0.015249,0.4248
0.0,0.052
0.0,0.36
0.000503,1.1414
0.015023,0.4353
0.015528,0.5447
0.0,0.1888
0.0005,1.1054
0.0,0.0924
0.0,0.5151
0.0,0.5928
0.000501,1.777
0.014512,0.0262
0.0,0.0897
0.0,1.8959
0.0005,0.0148
0.030615,0.0472
0.0,0.4137
0.015593,0.2495
0.0,0.135
0.0,0.5499
0.015533,0.4198
0.015522,0.2511
0.0,1.0972
0.0,0.0496
0.015141,0.1859
0.0,0.4549
0.016047,0.0647
0.0,0.2587
0.0,0.3772
0.015519,0.3127
0.0,0.1532
0.0,1.8113
0.0,0.244
0.000501,0.4111
0.015028,0.193
0.0,0.4272
0.0,0.6416
0.000503,0.4269
0.015007,0.1949
0.0,0.6127
0.031577,0.2211
0.015521,0.0201
0.0,0.2122
0.0,0.2076
0.000505,0.3861
0.015026,1.3761
0.0,0.4976
0.0,0.165
0.015536,1.3838
0.0,1.3507
0.015522,0.5683
0.0,0.5513
0.0,0.4873
0.031064,0.3307
0.0,0.1047
0.016033,0.2748
0.0,0.2124
0.0,1.0563
0.000506,1.926
0.0,0.2526
0.0,0.2063
0.015044,0.5604
0.0,0.7828
0.000501,0.5907
0.0,0.8955
0.015019,0.0733
0.0,0.2067
0.000506,0.3061
0.0,0.6983
0.014735,1.2252
0.0,0.3507
0.0,0.5165
0.015523,0.4358
0.015146,0.1658
0.0,0.1501
0.0,1.2993
0.01554,0.3137
0.0,0.677
0.0,0.5625
0.0,0.4082
0.000501,0.366
0.0,0.7687
0.014905,0.1321
0.0,0.232
0.0,0.0221
0.015511,0.03
0.015523,0.0234
0.015539,1.6194
0.0,0.2228
0.0,0.235
0.015588,0.9214
0.0,0.1247
0.0,0.2222
0.015538,0.163
0.0,0.545
0.015579,0.396
0.0,0.2084
0.015556,2.3828
0.0,0.3917
0.0,1.8207
0.031049,0.3792
0.0,0.1691
0.01552,0.5685
0.0,0.3576
0.0,0.1306
0.01556,0.4496
0.0,0.3083
0.015546,0.2129
0.0,0.4271
0.0,0.3729
0.000504,0.0536
0.0,0.7154
0.015015,0.0674
0.015538,0.2304
0.0,0.612
0.0,0.8903
0.000503,0.442
0.015026,0.2987
0.0,1.4917
0.0,0.6663
0.000506,0.0564
0.0,1.2471
0.0,0.4343
0.015014,0.2992
0.01553,0.3135
0.0,1.0978
0.0,2.0359
0.015554,1.0236
0.0,0.1822
0.015525,1.356
0.0,0.072
0.0,0.4668
0.000498,0.1603
0.0,0.5417
0.015048,0.374
0.0,1.3103
0.0,0.7465
0.015532,0.271
0.0,0.4908
0.01553,0.1825
0.0,0.9619
0.031546,1.4699
0.0,0.0232
0.0,0.0563
0.000507,0.0028
0.015033,0.0993
0.0,0.1084
0.0,1.4747
0.0005,0.1512
0.0,0.2735
0.0,0.1601
0.0,0.7744
0.000499,0.2834
0.014512,0.6747
0.0,0.4606
0.015528,0.1075
0.031051,0.5642
0.0,0.2176
0.032063,0.62
0.0,0.3604
0.0,0.4697
0.000504,0.1543
0.015016,1.06
0.0,0.1618
0.0,0.8103
0.000506,0.0138
0.015033,0.6593
0.0,1.0188
0.016042,0.4002
0.0,1.5955
0.015527,0.4206
0.0,0.7737
0.0,1.337
0.015538,0.045
0.015521,0.0755
0.0,0.0445
0.0,0.8008
0.000504,0.1608
0.015509,1.7905
0.031541,0.1737
0.0,0.5713
0.015538,0.2156
0.0,0.9222
0.0,1.0652
0.000504,0.0391
0.0,0.8734
0.0,1.3633
0.00038,0.6318
0.014635,0.1445
0.01552,0.1787
0.0,0.1571
0.0,0.4163
0.0,0.2486
0.016038,1.2573
0.015524,0.0009
0.0,2.154
0.016042,0.1241
0.0,3.4888
0.0,0.0878
0.015529,0.1246
0.0,2.1079
0.0,0.3536
0.016014,0.4611
0.015582,0.2981
0.0,0.2865
0.0,1.2044
0.0,0.196
0.015545,0.7008
0.0,0.0018
0.015144,0.3785
0.0,0.2561
0.0,0.3989
0.015523,0.3133
0.0,0.0334
0.015163,0.84
0.0,0.5529
0.0,0.0257
0.015511,0.548
0.0,0.0542
0.0,0.366
0.0,0.08
0.000502,1.3137
0.0,1.7283
0.0,0.8545
0.0,1.6515
0.01502,0.4884
0.0,1.3541
0.031024,0.6837
0.030693,0.6741
0.015546,0.3185
0.0,0.0149
0.0,1.4331
0.000505,0.7187
0.0,0.358
0.01493,0.4204
0.0,0.4183
0.0,0.0389
0.01553,0.387
0.015534,0.1314
0.0,1.0064
0.015564,0.833
0.0,1.612
0.015543,0.369
0.016021,0.3206
0.0,0.1455
0.01553,0.8504
0.0,0.5272
0.000498,0.7239
0.0,0.2328
0.015002,0.0533
0.0,0.6014
0.015145,0.2154
0.0,0.0074
0.0,0.4304
0.000504,1.3167
0.015023,1.4645
0.0,0.2156
0.01552,0.0785
0.0,0.2602
0.015525,0.5053
0.016035,1.0634
0.0,0.7244
0.015517,0.4902
0.0,0.2759
0.0,0.1855
0.015575,0.2064
0.015546,0.132
0.0,0.0322
0.0,0.1073
0.0,0.1568
0.000499,0.497
0.015013,0.2167
0.015538,0.7912
0.0,0.8663
0.000501,0.168
0.015526,0.4102
0.0,0.1835
0.000506,0.2342
0.0,0.0088
0.015008,0.1319
0.016036,0.9049
0.0,0.3148
0.015527,0.0723
0.0,0.656
0.0,0.7387
0.0,0.0642
0.0,0.8261
0.000662,0.1397
0.01502,1.4761
0.0,2.0005
0.0,0.2157
0.0,0.4206
0.000506,0.1321
0.01503,1.4362
0.0,0.0481
0.0,0.0834
0.000503,0.1048
0.015019,0.4349
0.0,1.3589
0.0,0.3301
0.0,0.5352
0.0005,0.0234
0.015024,0.5196
0.0,0.015
0.01553,0.5157
0.0,0.4438
0.0,0.0046
0.031555,1.6866
0.0,0.0729
0.01551,0.048
0.0,0.6089
0.0,0.0049
0.000513,0.5766
0.014672,0.3133
0.0,0.0109
0.0,0.7633
0.030705,0.6823
0.0,0.0509
0.0,0.2875
0.015532,0.0035
0.0,0.1423
0.0,0.761
0.031055,0.4109
0.0,1.2213
0.000498,0.3945
0.015006,0.0211
0.0,0.0607
0.0,0.2046
0.0,0.2952
0.03104,1.8452
0.0,1.0037
0.015529,0.6015
0.0,0.0947
0.015516,0.219
0.0,0.1593
0.0,0.047
0.0,0.11
0.0,0.6426
0.015211,0.1694
0.015505,0.7262
0.0,0.3396
0.0,0.1336
0.0,0.1336
0.015248,0.1423
0.0,1.074
0.0,0.0002
0.000504,0.343
0.015109,0.1792
0.0,0.4008
0.015531,1.1276
0.015544,0.149
0.0,0.3235
0.016024,0.1285
0.0,1.0794
0.0,0.4249
0.000507,0.4314
0.015009,1.8379
0.0,0.1256
0.0,0.1611
0.0,0.2375
0.015719,0.0602
0.0,1.5397
0.015519,0.8258
0.0,1.1327
0.016023,0.3067
0.0,0.2965
0.0,0.1428
0.015539,0.0942
0.0,1.7173
0.0,0.6275
0.015534,0.0786
0.0,0.1285
0.0,1.6232
0.015542,0.5968
0.0,0.0127
0.0,0.3746
0.016034,0.0392
0.000505,0.0596
0.0005,0.4927
0.014511,0.433
0.0,0.083
0.015513,0.1653
0.015501,0.4985
0.0,0.5682
0.015506,0.18
0.0,0.4901
0.015543,0.0373
0.0,0.3911
0.0,1.3062
0.015503,0.7175
0.01551,0.1355
0.0,0.1583
0.0,0.1642
0.0,0.0118
0.031081,0.8212
0.0,0.1627
0.016062,0.0327
0.0,0.7792
0.0,0.0087
0.0,0.0908
0.000505,0.4038
0.0,0.0587
0.014764,0.8038
0.0,0.7757
0.0,0.2609
0.015528,0.8065
0.0,1.6332
0.0,0.1322
0.0,0.7615
0.015555,0.0397
0.015532,0.2236
0.0,0.4302
0.0,0.2696
0.0,0.006
0.000501,1.0367
